"state","acclength","areacode","interplan","vmailplan","vmailmess","daycalls","daycharge","evecalls","evecharge","nightcalls","nightcharge","intlcalls","intlcharge","custservcalls","churn"
"NJ",151,415,"no","no",0,128,20.21,65,23.66,61,8.77,10,3.56,2,"no"
"NJ",162,408,"no","no",0,87,36.99,71,23.72,65,11.28,4,2.81,2,"yes"
"MT",60,415,"no","no",0,133,24.65,92,17.77,112,14.78,2,3.94,1,"no"
"IA",81,510,"no","no",0,89,34.6,69,24.62,71,9.58,3,2.35,3,"no"
"WA",132,415,"no","no",0,115,40.82,91,15.33,122,6,6,2.16,3,"no"
"NE",86,408,"no","no",0,121,14.25,96,20.42,108,7.14,8,1.81,1,"no"
"TX",136,408,"no","no",0,106,45.87,101,19.45,106,11.59,8,2.73,1,"yes"
"MS",121,415,"no","yes",21,84,21.47,102,17.82,129,8.66,2,2.86,1,"no"
"IA",105,510,"no","yes",15,125,14.98,142,14.95,85,12.15,1,2.62,2,"no"
"WI",105,415,"no","yes",34,61,37.15,74,16.72,103,6.8,4,2.67,2,"no"
"MT",51,415,"no","yes",26,61,40.26,97,22.39,91,8.15,8,3.02,1,"no"
"GA",64,408,"no","no",0,117,21.1,108,16.39,84,7.33,5,1.73,3,"no"
"MT",80,510,"yes","yes",30,132,31.31,109,14.24,114,9.58,10,2.7,0,"no"
"VT",120,415,"no","no",0,98,25.36,88,16.46,119,11.2,5,3,1,"no"
"SD",103,510,"no","no",0,125,35.11,113,15.32,95,9.93,4,3.29,3,"no"
"OH",164,510,"no","yes",27,102,27.15,113,14.35,127,10.98,9,2.59,3,"no"
"OH",116,415,"no","yes",27,118,34.8,91,17.8,67,9.58,2,1.89,2,"no"
"MT",121,408,"no","no",0,79,36.24,116,10.26,102,11,4,2.03,1,"no"
"IL",55,415,"yes","no",0,121,45.83,91,14.59,98,9.86,6,2.21,1,"no"
"NV",183,415,"no","no",0,92,19.84,112,18.17,112,9.64,6,2.62,2,"no"
"UT",104,408,"no","no",0,101,44.78,117,20.02,146,4.59,4,3.51,0,"no"
"NH",90,408,"no","no",0,97,23.83,102,18.18,126,5.4,2,1.92,1,"no"
"LA",82,415,"no","no",0,101,33.61,83,10.85,103,6.39,3,3.65,1,"no"
"VT",101,415,"no","no",0,92,23.15,110,18.78,116,8.86,7,3.59,3,"no"
"NY",9,415,"no","yes",16,87,15.05,108,15.2,96,10.29,3,3.11,2,"no"
"CT",97,415,"no","no",0,58,36.6,91,20.6,105,12.59,9,3.27,0,"no"
"KS",94,408,"no","no",0,104,45.76,144,16.47,61,11.59,2,2.4,3,"yes"
"MI",127,510,"no","yes",25,118,34.65,48,22.7,105,10.13,5,1.97,0,"no"
"SD",125,510,"no","yes",34,112,45.63,108,18.89,102,5.29,3,2.78,0,"no"
"ME",140,415,"no","no",0,104,27.05,106,22.93,116,9.92,4,2.78,1,"no"
"VA",67,415,"no","no",0,65,23.61,109,17.76,82,10.46,3,2.48,2,"no"
"NJ",113,415,"no","no",0,55,31.62,105,20.18,83,6.66,6,3.29,1,"no"
"TN",121,510,"no","yes",26,91,28.97,90,21.63,122,9.88,5,4.08,0,"no"
"DC",121,408,"no","no",0,121,28.66,94,14.33,59,4.29,4,3.32,1,"no"
"OR",53,408,"no","no",0,119,44.4,105,21.32,112,7.92,2,2.65,0,"yes"
"RI",75,415,"no","no",0,91,32.39,75,15.16,113,7.31,5,3.54,1,"no"
"AK",132,510,"no","no",0,121,30.79,109,26.72,81,11.1,9,1.13,2,"no"
"WI",162,408,"no","no",0,131,30.11,122,9.75,88,6.91,6,1.76,3,"no"
"IN",140,415,"no","no",0,114,27.29,103,20.44,121,10.51,4,3.05,1,"no"
"MI",91,408,"no","no",0,116,22.9,98,25.1,121,8.8,5,1.78,2,"no"
"ID",73,510,"no","yes",28,107,33.69,123,11.82,139,8.96,1,2.38,2,"no"
"MN",145,408,"no","no",0,137,41.09,100,11.54,123,12.49,3,3.54,0,"no"
"AZ",100,415,"no","no",0,108,22.29,81,14.98,81,4.04,4,1.16,1,"no"
"MN",122,415,"no","no",0,101,39.8,121,17.02,89,10.68,9,3.54,2,"no"
"MO",109,415,"no","no",0,72,34.02,120,25.58,68,10.62,5,3.21,0,"no"
"AL",82,408,"no","no",0,107,26.18,114,8.02,95,12.94,7,2.73,1,"no"
"PA",65,415,"no","yes",23,106,38.11,100,16.12,75,10.03,4,2.65,0,"no"
"AK",52,510,"no","no",0,83,25.21,79,15.44,104,7,6,2.24,3,"no"
"MS",136,415,"no","yes",24,76,29.68,114,15.01,91,9.65,5,2.38,2,"no"
"IA",75,415,"no","no",0,110,23.55,86,13.02,103,9.7,7,3,1,"no"
"WY",146,408,"no","no",0,69,18.53,98,22.59,80,10.27,2,3.4,1,"no"
"ND",48,415,"no","no",0,84,35.84,98,16.12,99,7.09,3,4.43,2,"no"
"CT",45,415,"no","no",0,107,24.21,78,27.09,108,10.08,7,3,1,"no"
"NC",106,415,"no","yes",37,104,38,99,19.98,90,6.3,5,2.86,2,"no"
"CT",33,510,"no","no",0,65,31.03,96,19.73,82,6.71,2,2.03,2,"no"
"ND",68,408,"no","no",0,97,37.33,144,11.99,101,9.26,4,2.92,2,"no"
"WA",106,408,"no","no",0,66,32.91,82,20.25,107,7.94,3,3.48,0,"no"
"NV",141,415,"no","no",0,111,32.71,87,13.34,82,7.91,6,2.97,0,"no"
"CO",98,408,"no","no",0,122,40.15,110,16.1,104,6.91,4,3.59,0,"no"
"KS",94,510,"no","yes",28,88,39.64,102,9.63,71,5.31,4,4.35,0,"no"
"CO",65,510,"no","no",0,53,27,132,16.02,87,8.52,4,2.65,2,"no"
"MO",85,415,"no","no",0,112,21.44,126,23.35,95,8.3,4,2.65,1,"no"
"MA",71,510,"no","no",0,108,49.37,92,21.58,126,11.85,5,2.73,3,"yes"
"NY",112,408,"no","yes",30,113,10.3,96,14.1,99,5.98,7,3.59,0,"no"
"AK",110,415,"no","no",0,95,25.23,98,16.47,106,9.27,6,1.86,0,"no"
"WI",111,415,"no","no",0,108,41.91,89,18.39,99,8.08,3,3.43,2,"no"
"NH",74,408,"no","no",0,112,50.68,100,17.11,88,9.66,4,2.62,2,"yes"
"TN",105,510,"no","no",0,82,20.28,111,15.73,74,7.07,4,2.94,2,"no"
"NY",40,408,"no","no",0,82,41.23,97,19.8,86,6.93,7,2.59,0,"no"
"GA",128,408,"yes","yes",18,89,37.76,109,13.65,102,9.85,2,3.67,0,"yes"
"MN",123,408,"no","no",0,135,40.15,88,23.28,77,10.22,6,2.73,2,"yes"
"MI",122,510,"no","no",0,87,24.51,74,18.04,87,7.62,4,2.57,0,"no"
"ID",114,408,"no","yes",19,100,26.28,109,20.54,112,7.2,1,3.4,3,"no"
"CT",102,415,"no","yes",25,100,23.36,83,15.02,93,8.47,6,2.75,2,"no"
"NC",126,415,"no","no",0,93,17.63,107,10.8,66,14.82,1,3.89,0,"no"
"NJ",60,408,"no","no",0,101,49.27,115,21.73,76,10.93,4,3.16,2,"yes"
"TX",123,408,"no","no",0,85,44.35,103,14.32,91,8.02,5,3.59,3,"no"
"CA",138,510,"yes","no",0,129,33.35,86,15,108,10.46,1,4.1,0,"yes"
"MD",29,510,"no","no",0,71,33.25,74,10.74,87,6.69,4,3.83,1,"no"
"TX",37,510,"yes","no",0,119,29.39,86,15.56,100,10.19,1,2.65,0,"yes"
"CA",111,408,"no","no",0,109,42.47,106,20.6,78,10.43,4,3.13,0,"yes"
"UT",81,510,"no","no",0,84,26.27,91,18.38,82,10.34,3,3.7,1,"no"
"WA",46,510,"no","no",0,108,15.37,77,23.48,111,6.59,2,3.43,1,"no"
"MS",69,510,"no","yes",27,78,45.7,89,20.96,102,12.24,3,4.43,0,"no"
"OH",125,408,"no","no",0,95,18.04,113,13.4,69,8.66,3,2.19,1,"no"
"RI",127,415,"no","yes",27,59,23.82,111,18.99,73,11.61,10,1.03,1,"no"
"IN",94,510,"no","no",0,112,41.65,91,15.33,105,11.83,6,2.62,1,"no"
"VT",46,408,"no","no",0,85,33.44,74,17.5,112,9.75,5,3.02,3,"no"
"MT",73,408,"no","yes",26,98,22.3,97,9.05,96,9.98,6,2.75,2,"no"
"CT",146,408,"no","yes",23,96,25.43,124,20.38,135,13.21,4,2,2,"no"
"NM",93,415,"no","no",0,70,40.77,99,21.4,112,7.59,10,2.94,1,"no"
"OH",52,408,"no","yes",31,77,24.16,97,16.41,88,11.4,4,2.97,1,"no"
"GA",202,510,"no","no",0,137,19.62,70,15.19,113,8.36,3,1.62,3,"no"
"MN",129,510,"no","yes",31,99,32.81,87,19.11,91,8.89,8,2.78,2,"no"
"CT",94,415,"no","no",0,49,35.04,115,19.09,74,11.55,1,3.51,1,"no"
"AL",100,415,"no","no",0,138,27.25,92,18.81,120,6.77,2,3.02,0,"no"
"WV",43,415,"no","no",0,108,33.98,80,24.51,103,8.13,7,3.05,1,"no"
"NH",130,415,"no","no",0,105,36.23,108,17.53,93,7.35,3,2.4,0,"no"
"WY",124,415,"no","no",0,102,30.31,120,19.98,119,10.79,1,2.94,3,"no"
"VA",92,510,"yes","no",0,120,42.89,112,17.6,95,12.81,5,3.24,3,"yes"
"OH",98,510,"no","yes",29,105,18.89,101,18.52,108,11.16,3,1.78,2,"no"
"MT",100,415,"no","no",0,86,16.41,133,17.87,106,6.59,3,3.38,1,"yes"
"MA",79,415,"no","no",0,109,26.67,87,10.39,103,8.51,5,3.05,3,"no"
"VA",164,415,"no","no",0,78,20.96,85,14.45,78,7.47,2,3.43,1,"no"
"NM",105,415,"no","no",0,108,32.93,124,15.57,72,13.22,5,2.92,1,"no"
"AR",89,408,"yes","no",0,134,35.17,105,14.25,86,7.01,4,2.94,0,"no"
"NE",126,415,"no","no",0,96,42.47,92,22.26,108,7.51,4,3.43,3,"yes"
"WY",96,408,"no","no",0,102,24.48,73,19.1,91,10.25,7,2.7,1,"no"
"IA",120,415,"no","yes",33,83,50.92,84,13.89,88,6.6,5,3.13,0,"no"
"NC",72,415,"no","no",0,106,23.39,94,12.2,110,12.32,6,2.59,2,"no"
"HI",155,415,"yes","yes",26,121,35.99,123,11.83,89,6.6,3,3,1,"no"
"UT",89,415,"no","no",0,80,15.25,81,15.28,120,6.56,4,2.57,2,"no"
"WY",126,408,"yes","no",0,126,33.59,112,20.95,104,12.84,8,3.38,2,"no"
"AL",172,408,"no","no",0,102,45.9,111,21.81,104,7.58,5,3.24,2,"yes"
"WI",143,510,"no","no",0,99,33.03,133,10.51,99,10.33,2,2.75,2,"no"
"FL",166,510,"yes","no",0,89,8.11,95,22.47,97,10.58,3,3.56,0,"yes"
"KS",132,415,"no","no",0,105,32.32,116,15.49,105,12.59,2,3.51,1,"no"
"NY",99,415,"no","no",0,83,31.04,111,13.13,57,8.82,5,3.27,0,"no"
"VA",136,415,"no","yes",35,86,34.94,119,25.37,104,9.64,4,1.86,1,"no"
"KS",119,415,"no","no",0,82,39.36,97,22.69,118,9.49,10,2,1,"no"
"NC",115,510,"yes","no",0,69,42.72,96,21.46,112,5.32,1,2.67,3,"yes"
"MO",160,415,"no","no",0,103,29.1,121,20.7,92,8.02,3,3.51,2,"no"
"ND",166,510,"no","no",0,89,33.64,113,21.34,85,6.22,2,3.02,2,"no"
"CA",120,510,"no","no",0,94,22.92,106,17.35,109,10.73,8,1.81,1,"no"
"WV",173,415,"no","no",0,114,32.54,138,14.32,99,4.92,3,2.78,1,"no"
"IL",156,415,"no","no",0,65,29.67,116,16.78,86,10.73,2,2.86,0,"no"
"NY",70,415,"no","no",0,125,30.16,104,19.23,72,11.43,4,2.94,0,"no"
"NV",41,510,"no","no",0,89,30.96,104,17.98,124,9.33,1,1.84,1,"no"
"AL",132,408,"no","no",0,85,37.81,76,14.06,97,9.38,4,3.02,0,"no"
"KS",47,510,"yes","no",0,120,8.13,123,15.21,96,6.87,7,3.59,0,"yes"
"ND",160,510,"no","no",0,97,20.71,97,7.59,92,6.78,5,2.78,1,"no"
"OK",180,415,"no","no",0,121,24.4,111,16.09,82,7.87,5,2.38,3,"no"
"UT",93,415,"no","no",0,68,28.03,86,17.88,104,10.32,4,2.11,2,"no"
"OH",109,415,"no","no",0,58,32.91,115,12.64,105,12.71,1,3.54,2,"no"
"WY",80,510,"no","no",0,121,17.19,110,22.37,74,6.2,5,1.97,0,"no"
"NM",54,415,"no","yes",24,88,15.69,98,16.41,119,4.47,3,3.13,2,"no"
"DC",157,510,"no","yes",29,102,37.26,109,17.51,117,8.66,5,4.05,1,"no"
"ID",170,510,"no","yes",37,130,30.28,103,20.64,93,10.93,4,3.51,0,"no"
"AR",138,510,"no","no",0,101,24.91,142,24.18,98,7.92,6,3.78,3,"no"
"ID",92,415,"no","yes",31,116,29.29,91,22.63,90,10.27,5,3.19,1,"no"
"TX",126,415,"no","no",0,143,32.45,72,12.72,87,8.61,3,3.51,1,"no"
"NM",41,415,"no","no",0,74,39.46,88,27.8,119,10.19,2,2.94,3,"yes"
"UT",91,510,"no","no",0,107,21.05,125,27.12,78,10.69,4,1.97,2,"no"
"RI",127,510,"no","no",0,117,16.32,68,15.05,127,7.3,4,2.62,3,"no"
"NC",88,408,"no","yes",27,106,15.88,92,21.42,104,8.5,1,2.94,1,"no"
"RI",113,415,"no","no",0,130,15.4,100,14.5,74,6.18,9,1.46,1,"no"
"NY",78,510,"no","no",0,81,25.99,82,21.81,112,7.81,6,1.43,2,"no"
"TX",123,408,"no","no",0,92,43.84,71,17.99,104,8.52,2,2.54,2,"no"
"DE",136,408,"yes","yes",29,98,14.48,85,19.58,104,10.96,3,2.43,2,"no"
"MS",68,415,"no","yes",34,72,27.2,119,15.68,101,9.37,10,1.65,1,"no"
"OH",132,415,"no","yes",10,54,31.09,68,24.85,116,6.4,4,3.11,0,"no"
"WA",110,415,"no","no",0,105,41,85,14.82,59,11.04,4,2.3,2,"no"
"WV",121,510,"no","no",0,142,30.12,88,10.5,51,9.59,6,2.27,1,"no"
"NY",116,510,"no","no",0,128,15.22,137,15.37,94,8.69,3,3.78,2,"no"
"NE",112,415,"yes","yes",16,72,34.05,91,16.81,92,6.8,3,2.81,1,"no"
"MS",43,510,"no","no",0,99,27.12,149,10.17,126,7.83,3,1.84,2,"no"
"IN",110,415,"no","no",0,106,25.81,126,11.73,112,10.51,8,3.02,3,"no"
"VA",67,408,"no","no",0,120,29.95,138,20.06,104,6.86,4,2.86,1,"no"
"MN",166,408,"no","no",0,95,25.86,105,10.29,126,8.91,5,2.65,0,"no"
"DE",129,408,"no","no",0,122,27.42,95,18.75,104,10.11,3,2.59,1,"no"
"OR",103,510,"yes","no",0,78,29.19,86,12.28,106,7.11,3,1.84,3,"no"
"UT",71,415,"no","no",0,110,47.41,67,16.17,84,11.48,7,3.16,0,"yes"
"TX",98,415,"no","no",0,121,36.92,73,25.79,71,8.87,2,3.35,0,"yes"
"CT",90,415,"no","no",0,111,29.9,115,24.24,122,6.79,7,3.51,1,"no"
"MS",13,415,"no","no",0,133,51.54,86,14.49,80,10.24,3,3.11,0,"yes"
"AR",58,415,"no","no",0,107,40.61,88,15.91,84,8.15,3,3.19,2,"no"
"WV",94,415,"no","yes",28,107,15.76,86,10.86,86,10.15,4,2.67,3,"no"
"DE",87,415,"no","no",0,72,30.12,105,21.16,87,9.04,7,2.32,3,"no"
"FL",120,415,"no","no",0,103,31.37,86,17.77,70,7.64,6,2.75,2,"no"
"AK",97,415,"no","yes",24,109,29.94,81,13.55,94,12.11,9,3.27,0,"no"
"OH",68,510,"no","no",0,80,24.41,65,11.42,84,9.7,5,4.19,2,"no"
"NH",93,408,"no","no",0,93,30.48,65,16.05,88,11.39,5,3.27,1,"no"
"MA",120,415,"no","no",0,100,23.34,129,18.04,92,6.87,2,2.84,1,"no"
"OR",80,510,"no","no",0,92,34.63,97,18.39,66,6.94,5,2.05,2,"no"
"NC",109,510,"yes","no",0,141,35.55,93,17.43,111,5.37,3,2.11,2,"no"
"KY",66,510,"no","yes",33,104,15.1,94,9.32,107,7.77,9,1.92,3,"no"
"ID",104,510,"no","no",0,88,16.52,85,13.23,105,11.77,5,3.35,0,"no"
"WA",89,510,"no","no",0,96,23.44,63,16.37,125,11.51,5,2.97,1,"no"
"WV",127,510,"no","no",0,112,38.13,103,15.78,83,7.17,1,2.7,2,"no"
"RI",117,408,"no","yes",13,65,35.29,77,12.98,95,10.48,3,2.62,1,"no"
"KS",128,510,"no","no",0,95,45.58,126,10.24,121,9.94,6,3.89,2,"no"
"NE",61,408,"no","no",0,104,45.41,131,15.33,106,10.38,4,4.67,1,"yes"
"FL",22,415,"no","no",0,108,30.91,148,16.88,96,9.3,3,2.51,2,"no"
"WY",78,415,"no","no",0,80,25.01,100,16.97,106,7.23,7,3.7,0,"no"
"WA",56,415,"no","yes",29,115,6.41,111,12.25,101,10.2,3,1.32,1,"no"
"CO",192,415,"no","no",0,88,31.45,98,19.12,105,9.56,3,3.08,2,"no"
"WI",70,415,"no","no",0,108,26.59,116,14.54,96,8.82,4,2.32,2,"no"
"KS",148,510,"no","no",0,84,40.68,85,16.63,104,10.47,3,2.94,1,"no"
"RI",65,415,"no","yes",29,129,36.64,77,13.76,91,5.77,5,2.38,2,"no"
"MT",119,510,"no","no",0,70,22.93,74,17.98,105,8.48,6,3.05,1,"no"
"CO",80,415,"no","no",0,116,33.12,93,17.84,100,8.73,3,3.46,0,"no"
"FL",113,510,"no","no",0,85,15.74,92,15.1,72,7.19,4,3.89,3,"no"
"VT",75,510,"no","no",0,133,35.6,121,17.98,123,13.1,4,1.94,1,"no"
"OH",80,415,"no","no",0,83,33.59,86,13.98,98,4.23,6,1.73,1,"no"
"RI",63,415,"yes","no",0,112,10.69,111,17.25,58,11.66,8,2.4,1,"no"
"FL",97,415,"no","yes",28,97,34.39,84,5.88,64,11.59,3,1.81,1,"no"
"MD",166,415,"no","no",0,116,23.14,93,15.42,108,5.91,4,3.05,0,"no"
"FL",85,408,"no","yes",33,95,35.34,88,19.85,92,9.96,3,3.65,1,"no"
"TN",80,415,"yes","no",0,122,47.01,79,16.63,78,9.46,3,1.94,1,"yes"
"IN",88,415,"yes","yes",25,114,49.05,74,17.29,117,10.28,5,3.51,1,"no"
"WV",154,408,"no","yes",35,76,11.03,91,15.65,75,6.82,1,3.94,1,"no"
"UT",32,510,"no","yes",26,137,41.4,108,20.13,149,7.8,9,2.43,1,"no"
"GA",18,408,"no","no",0,97,33.49,107,17.31,105,9.09,3,2.35,3,"no"
"AK",126,415,"no","yes",31,88,47.26,65,21.52,114,10.04,4,2.35,0,"no"
"UT",144,510,"no","yes",37,102,37.38,77,18.88,111,5.33,4,2.7,1,"no"
"MS",29,510,"no","no",0,103,53.24,151,18.39,106,9.83,4,3.46,2,"yes"
"AR",86,408,"no","yes",16,88,24.77,129,16.24,82,9.7,7,3.05,0,"no"
"AK",146,415,"no","no",0,86,33.3,82,19.43,94,13.66,4,3.29,3,"no"
"ME",175,415,"no","no",0,95,22.44,74,19.65,108,14.1,10,2.35,1,"no"
"WV",74,510,"no","no",0,102,21.08,101,22.28,98,12.07,2,3.16,2,"no"
"CT",48,415,"no","no",0,98,29.22,127,13.52,101,6.28,3,2.05,2,"no"
"NV",105,415,"yes","no",0,100,38.83,108,12.33,140,11.04,7,2.08,0,"no"
"VT",157,510,"no","no",0,71,28.66,48,17.43,88,7.91,2,1.59,3,"no"
"TN",68,415,"no","no",0,61,30.38,84,21.45,76,11.51,4,2.27,1,"no"
"OR",80,415,"no","no",0,86,19.24,97,15.77,145,10.68,5,2.57,1,"no"
"MS",38,415,"no","yes",25,106,24.21,109,26.66,117,5.7,6,3.62,2,"no"
"NC",107,415,"no","yes",38,57,34.71,92,17.5,80,12.89,4,2.24,0,"no"
"CO",140,415,"no","no",0,71,25.45,97,18.06,67,11.07,4,3.4,3,"no"
"PA",114,415,"no","no",0,75,26.4,87,14.44,133,9.32,5,3.4,2,"no"
"MN",46,408,"no","no",0,105,26.59,98,15.77,96,10.2,3,3.19,1,"no"
"NM",118,415,"no","yes",42,105,25.28,105,14.22,105,12.18,7,2.81,0,"no"
"UT",37,510,"no","no",0,112,46.19,96,13.18,97,8.98,4,1.78,3,"no"
"MS",98,415,"yes","yes",23,54,41.74,83,24.88,90,8.28,7,2.92,1,"no"
"NV",113,510,"no","no",0,108,41.7,140,22.09,115,9.19,2,2.89,3,"yes"
"OR",69,408,"no","no",0,87,33.34,66,20.13,75,8.2,1,3.21,0,"no"
"VA",121,415,"no","no",0,112,22.8,104,16.58,139,7.18,2,2.84,2,"no"
"NJ",59,510,"yes","yes",31,78,38.25,79,16.26,79,10.2,3,2.46,1,"no"
"WV",59,510,"no","no",0,100,32.25,133,9.85,115,9.93,4,2,0,"no"
"OR",190,415,"no","no",0,96,24.29,96,15.12,117,5.1,4,1.78,0,"no"
"KY",109,415,"no","no",0,80,29.85,94,20.23,103,8.93,6,2.75,1,"no"
"MO",136,415,"no","no",0,109,15.71,115,18.62,80,9.57,4,3.48,2,"no"
"TX",86,510,"no","no",0,92,15.78,87,13.57,115,6.69,5,2.38,1,"no"
"MN",100,415,"no","yes",27,100,37.69,70,20.07,91,8.67,4,2.16,0,"no"
"FL",106,510,"no","no",0,94,27.13,118,23.53,65,10.06,3,2.38,0,"no"
"PA",104,415,"no","no",0,107,24.57,85,15.34,94,10.17,6,4.59,2,"no"
"WV",129,415,"no","no",0,100,27.05,90,17.21,96,10.49,6,3.11,2,"no"
"IN",205,510,"no","no",0,123,8.48,81,12.81,67,8.47,4,2.73,2,"no"
"OK",93,415,"no","yes",32,120,19.87,97,19.75,112,5.75,9,2.97,0,"no"
"NE",123,415,"no","no",0,98,25.5,95,7.63,91,14.67,3,3,3,"no"
"DE",99,415,"no","no",0,120,43.25,92,13.54,94,11.9,5,1.62,1,"no"
"MI",61,415,"no","yes",33,53,46.02,116,17.06,102,9.08,3,2.94,3,"no"
"IL",71,415,"no","no",0,112,35.19,96,14.77,61,8.03,3,3.27,1,"no"
"UT",4,510,"yes","no",0,89,24.7,93,25.82,82,9.27,4,2.4,0,"no"
"IL",148,408,"no","yes",25,102,39.22,109,19.87,90,9.71,2,3.65,3,"no"
"WA",141,415,"no","no",0,104,25.76,114,20.59,109,13.69,2,2.92,1,"no"
"NM",56,408,"no","no",0,57,24.84,97,16.68,110,13.95,3,2.48,0,"no"
"MD",160,415,"no","no",0,111,43.52,61,15.93,81,5.36,4,3.11,3,"no"
"VA",43,408,"no","yes",35,105,34.03,88,20.77,97,9.32,4,3.13,3,"no"
"MT",42,415,"no","no",0,52,25.62,96,20.97,118,4.67,4,1.89,2,"no"
"CT",135,415,"yes","no",0,107,31.62,94,5.61,105,9.59,4,3.48,1,"no"
"AL",106,415,"no","no",0,110,36.19,69,15.9,71,5.76,3,1.7,3,"no"
"WV",106,510,"no","no",0,133,33.12,73,18.14,92,8.59,7,3.11,0,"no"
"MO",83,415,"no","yes",30,105,46.33,83,21.51,123,8.14,6,2.35,3,"no"
"ND",110,415,"no","no",0,109,22.97,99,17.44,119,7.48,4,3.16,1,"no"
"FL",31,510,"no","no",0,84,28.12,107,17.31,65,9.08,1,2.21,1,"no"
"UT",110,415,"no","no",0,108,46.09,122,20.15,122,10.8,5,2.65,2,"yes"
"AZ",124,415,"no","no",0,104,43.1,123,10.02,104,11.18,2,3.78,0,"no"
"KY",122,415,"no","no",0,96,28.61,91,7.45,87,11.12,6,2.27,1,"no"
"AL",137,415,"no","no",0,115,17.8,144,21.23,99,8.65,2,2.4,1,"no"
"IN",69,510,"no","no",0,101,23.02,124,20.24,102,8.8,2,2.86,1,"no"
"FL",103,415,"no","no",0,90,26.98,117,16.86,76,8.15,4,2.84,1,"no"
"NM",16,510,"no","no",0,84,24.62,141,14.02,75,10.42,4,2.21,2,"no"
"AL",119,415,"no","no",0,97,16.8,68,12.49,105,8.58,4,2.7,3,"no"
"MN",124,510,"yes","no",0,71,26.83,114,17.27,82,7.59,2,2.7,3,"yes"
"NY",122,415,"no","yes",37,107,27.71,118,26.59,85,9,5,3.13,1,"no"
"KS",67,510,"no","no",0,78,21.93,116,15.98,102,10.58,3,3.02,2,"no"
"WV",84,408,"no","no",0,83,14.62,86,22.16,109,4.44,4,2.4,1,"no"
"ID",101,510,"no","yes",17,71,32.96,81,16.13,97,8.83,7,3.4,0,"no"
"LA",40,510,"no","no",0,107,18.6,102,20.8,123,12.46,7,1.92,0,"no"
"MI",61,415,"no","no",0,105,32.11,116,13.06,106,9.6,2,2.75,2,"no"
"TN",120,408,"yes","no",0,72,30.58,98,14.45,89,8.58,2,3.73,1,"yes"
"CA",95,415,"no","no",0,98,31.18,95,23.91,113,4.73,8,2.21,1,"no"
"LA",114,415,"no","no",0,96,28.76,83,12.74,119,8.86,4,1.24,2,"no"
"IL",68,415,"yes","yes",29,113,33.24,96,14.59,85,9.18,9,3.65,1,"yes"
"AL",149,415,"no","yes",20,102,44.95,123,18.67,89,9.02,3,3.05,2,"no"
"CT",22,408,"no","no",0,116,35.31,99,17.9,88,10.72,5,2.59,0,"no"
"TX",152,415,"no","no",0,102,24.06,94,22.36,113,9.32,4,0.92,2,"no"
"VA",118,408,"no","no",0,71,26.32,73,20.74,81,7.18,4,3.46,0,"no"
"MO",101,415,"yes","no",0,51,22.7,96,18.67,74,9.45,4,3.16,1,"no"
"MT",102,408,"no","no",0,85,46.44,82,17.94,129,9.17,7,3.54,2,"yes"
"ND",118,408,"no","no",0,94,38.18,120,19.2,105,12.11,8,3.38,2,"no"
"FL",105,415,"no","no",0,97,46.55,106,24.62,126,12.11,3,1.57,2,"yes"
"WI",153,510,"no","no",0,103,27.12,90,23.42,126,7.95,2,2.73,1,"yes"
"KY",71,415,"no","no",0,92,17.68,125,16.75,123,4.95,8,3.94,0,"no"
"MD",71,415,"no","yes",31,90,19.62,78,18.48,102,10.8,4,3.54,1,"no"
"IN",68,415,"no","no",0,107,37.76,102,16.95,107,7.31,3,2.54,2,"no"
"MA",66,415,"no","no",0,98,19.79,74,8.13,94,8.17,3,2.84,3,"no"
"VT",116,415,"no","no",0,84,22,89,13.37,77,9.7,3,3.59,0,"no"
"CT",54,415,"no","yes",33,73,27.51,58,23.21,76,6.93,4,3.7,0,"no"
"VA",112,408,"no","yes",29,122,33.8,114,20.28,69,13.03,5,3.11,1,"no"
"MS",122,408,"no","yes",45,85,25.13,93,12.53,110,9.16,5,3.78,1,"no"
"AK",74,415,"no","no",0,114,44.59,96,16.91,90,7.47,5,1.78,3,"no"
"WY",90,415,"no","no",0,83,41.89,88,13.63,99,7.69,7,2.05,1,"no"
"OH",114,415,"no","no",0,109,31.93,97,13.14,102,9.63,3,2.73,2,"no"
"RI",83,510,"no","no",0,106,44.15,116,12.98,92,10.11,2,2.75,0,"no"
"WY",157,415,"yes","no",0,123,30.67,98,16.49,88,10.23,5,2.27,0,"no"
"OR",51,510,"no","no",0,107,8.81,104,19.57,118,10.24,4,2.81,2,"no"
"NV",42,415,"no","no",0,106,51.66,54,19.74,76,6.62,3,1.57,1,"yes"
"ND",101,415,"no","yes",36,125,21.03,106,14.67,127,12.62,4,2.38,1,"yes"
"OR",112,510,"no","no",0,122,35.05,94,13.98,101,6.31,7,3.4,3,"no"
"ND",56,510,"no","no",0,92,27.93,107,19.86,104,8.43,1,3.19,2,"no"
"WV",64,415,"no","yes",22,80,34.07,84,11.14,67,10.38,5,2.05,1,"no"
"ID",68,510,"no","yes",30,93,20.89,91,19.85,144,8.98,2,2.59,2,"no"
"CT",40,510,"yes","no",0,100,37.54,106,22.58,94,9.58,3,1.73,0,"no"
"NM",132,408,"no","no",0,78,36.48,98,21.39,88,10.84,2,3.75,0,"no"
"CT",120,408,"yes","no",0,123,34.34,78,15.67,89,7.92,2,2,2,"yes"
